!!SBtab TableName='Reaction' TableType='Reaction' Document='Model' SBtabVersion='0.9'			
!ID	!ReactionFormula	!Name	!IsReversible
NDPK4	atp_c_ + dtdp_c_ <=> adp_c_ + dttp_c_	nucleoside-diphosphate kinase (ATP:dTDP)	True
NDPK5	atp_c_ + dgdp_c_ <=> adp_c_ + dgtp_c_	nucleoside-diphosphate kinase (ATP:dGDP)	True
NDPK7	atp_c_ + dcdp_c_ <=> adp_c_ + dctp_c_	nucleoside-diphosphate kinase (ATP:dCDP)	True
NDPK8	atp_c_ + dadp_c_ <=> adp_c_ + datp_c_	nucleoside-diphosphate kinase (ATP:dADP)	True
NH4tex	nh4_e_ <=> nh4_p_	ammonia transport via diffusion (extracellular to periplasm)	True
NH4tpp	nh4_p_ <=> nh4_c_	ammonia reversible transport (periplasm)	True
NNAM	h2o_c_ + ncam_c_ <=> nac_c_ + nh4_c_	nicotinamidase	False
NNATr	atp_c_ + h_c_ + nicrnt_c_ <=> dnad_c_ + ppi_c_	nicotinate-nucleotide adenylyltransferase	True
NNDPR	2 h_c_ + prpp_c_ + quln_c_ <=> co2_c_ + nicrnt_c_ + ppi_c_	nicotinate-nucleotide diphosphorylase (carboxylating)	False
NTD2	h2o_c_ + ump_c_ <=> pi_c_ + uri_c_	 5'-nucleotidase (UMP)	False
NTD4	cmp_c_ + h2o_c_ <=> cytd_c_ + pi_c_	 5'-nucleotidase (CMP)	False
NTD6	damp_c_ + h2o_c_ <=> dad_2_c_ + pi_c_	 5'-nucleotidase (dAMP)	False
NTD8	dgmp_c_ + h2o_c_ <=> dgsn_c_ + pi_c_	 5'-nucleotidase (dGMP)	False
NTP10	h2o_c_ + itp_c_ <=> h_c_ + idp_c_ + pi_c_	nucleoside-triphosphatase (ITP)	False
NTPP3	dctp_c_ + h2o_c_ <=> dcmp_c_ + h_c_ + ppi_c_	Nucleoside triphosphate pyrophosphorylase (dctp)	False
NTPP5	datp_c_ + h2o_c_ <=> damp_c_ + h_c_ + ppi_c_	Nucleoside triphosphate pyrophosphorylase (datp)	False
O2tex	o2_e_ <=> o2_p_	oxygen transport via diffusion (extracellular to periplasm)	True
O2tpp	o2_p_ <=> o2_c_	o2 transport via diffusion (periplasm)	True
OBTFL	_2obut_c_ + coa_c_ <=> for_c_ + ppcoa_c_	 2-Oxobutanoate formate lyase	False
OCBT	cbp_c_ + orn_c_ <=> citr_L_c_ + h_c_ + pi_c_	ornithine carbamoyltransferase	True
OCTDPS	frdp_c_ + 5 ipdp_c_ <=> octdp_c_ + 5 ppi_c_	Octaprenyl pyrophosphate synthase	False
OHPBAT	glu_L_c_ + ohpb_c_ <=> akg_c_ + phthr_c_	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	True
OMCDC	_3c4mop_c_ + h_c_ <=> _4mop_c_ + co2_c_	 2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	False
OMPDC	h_c_ + orot5p_c_ <=> co2_c_ + ump_c_	orotidine-5'-phosphate decarboxylase	False
OPHBDC	_3ophb_c_ + h_c_ <=> _2oph_c_ + co2_c_	Octaprenyl-hydroxybenzoate decarboxylase	False
OPHHX	_2oph_c_ + 0.50 o2_c_ <=> _2ohph_c_	 2-Octaprenylphenol hydroxylase	False
ORPT	orot5p_c_ + ppi_c_ <=> orot_c_ + prpp_c_	orotate phosphoribosyltransferase	True
P5CR	_1pyr5c_c_ + 2 h_c_ + nadph_c_ <=> nadp_c_ + pro_L_c_	pyrroline-5-carboxylate reductase	False
PA120abcpp	atp_c_ + h2o_c_ + pa120_c_ <=> adp_c_ + h_c_ + pa120_p_ + pi_c_	phosphatidate transport via ABC system (n-C12:0, periplasm)	False
PANTS	ala_B_c_ + atp_c_ + pant_R_c_ <=> amp_c_ + h_c_ + pnto_R_c_ + ppi_c_	pantothenate synthase	False
PAPPT3	udcpp_c_ + ugmda_c_ <=> uagmda_c_ + ump_c_	phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	False
PAPSR	paps_c_ + trdrd_c_ <=> 2 h_c_ + pap_c_ + so3_c_ + trdox_c_	phosphoadenylyl-sulfate reductase (thioredoxin)	False
PAPSR2	grxrd_c_ + paps_c_ <=> grxox_c_ + 2 h_c_ + pap_c_ + so3_c_	phosphoadenylyl-sulfate reductase (glutaredoxin)	False
PDE1	camp_c_ + h2o_c_ <=> amp_c_ + h_c_	 3',5'-cyclic-nucleotide phosphodiesterase	False
PDH	coa_c_ + nad_c_ + pyr_c_ <=> accoa_c_ + co2_c_ + nadh_c_	pyruvate dehydrogenase	False
PDX5POi	o2_c_ + pdx5p_c_ <=> h2o2_c_ + pydx5p_c_	pyridoxine 5'-phosphate oxidase	False
PDX5PS	dxyl5p_c_ + nad_c_ + phthr_c_ <=> co2_c_ + 2 h2o_c_ + h_c_ + nadh_c_ + pdx5p_c_ + pi_c_	Pyridoxine 5'-phosphate synthase	False
PE160abcpp	atp_c_ + h2o_c_ + pe160_c_ <=> adp_c_ + h_c_ + pe160_p_ + pi_c_	phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)	False
PE161abcpp	atp_c_ + h2o_c_ + pe161_c_ <=> adp_c_ + h_c_ + pe161_p_ + pi_c_	phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)	False
PERD	_4per_c_ + nad_c_ <=> h_c_ + nadh_c_ + ohpb_c_	Erythronate 4-phosphate (4per) dehydrogenase	True
PFK	atp_c_ + f6p_c_ <=> adp_c_ + fdp_c_ + h_c_	phosphofructokinase	False
PFL	coa_c_ + pyr_c_ <=> accoa_c_ + for_c_	pyruvate formate lyase	False
PGAMT	gam1p_c_ <=> gam6p_c_	phosphoglucosamine mutase	True
PGCD	_3pg_c_ + nad_c_ <=> _3php_c_ + h_c_ + nadh_c_	phosphoglycerate dehydrogenase	False
PGI	g6p_c_ <=> f6p_c_	glucose-6-phosphate isomerase	True
PGK	_3pg_c_ + atp_c_ <=> _13dpg_c_ + adp_c_	phosphoglycerate kinase	True
PGL	_6pgl_c_ + h2o_c_ <=> _6pgc_c_ + h_c_	 6-phosphogluconolactonase	False
PGM	_2pg_c_ <=> _3pg_c_	phosphoglycerate mutase	True
PGMT	g1p_c_ <=> g6p_c_	phosphoglucomutase	True
PHETA1	akg_c_ + phe_L_c_ <=> glu_L_c_ + phpyr_c_	phenylalanine transaminase	True
PItex	pi_e_ <=> pi_p_	phosphate transport via diffusion (extracellular to periplasm)	True
PIuabcpp	atp_c_ + h2o_c_ + pi_p_ <=> adp_c_ + h_c_ + 2 pi_c_	phosphate transport via ABC system (uptake, periplasm)	False
PLIPA2A120pp	h2o_p_ + pa120_p_ <=> _1ddecg3p_p_ + ddca_p_ + h_p_	Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)	False
PMDPHT	_5aprbu_c_ + h2o_c_ <=> _4r5au_c_ + pi_c_	pyrimidine phosphatase	False
PMPK	_4ampm_c_ + atp_c_ <=> _2mahmp_c_ + adp_c_	phosphomethylpyrimidine kinase	False
PNTK	atp_c_ + pnto_R_c_ <=> _4ppan_c_ + adp_c_ + h_c_	pantothenate kinase	False
PPA	h2o_c_ + ppi_c_ <=> h_c_ + 2 pi_c_	inorganic diphosphatase	False
PPBNGS	2 _5aop_c_ <=> 2 h2o_c_ + h_c_ + ppbng_c_	porphobilinogen synthase	False
PPC	co2_c_ + h2o_c_ + pep_c_ <=> h_c_ + oaa_c_ + pi_c_	phosphoenolpyruvate carboxylase	False
PPCDC	_4ppcys_c_ + h_c_ <=> co2_c_ + pan4p_c_	phosphopantothenoylcysteine decarboxylase	False
PPM	r1p_c_ <=> r5p_c_	phosphopentomutase	True
PPNCL2	_4ppan_c_ + ctp_c_ + cys_L_c_ <=> _4ppcys_c_ + cmp_c_ + h_c_ + ppi_c_	phosphopantothenate-cysteine ligase	False
PPND	nad_c_ + pphn_c_ <=> _34hpp_c_ + co2_c_ + nadh_c_	prephenate dehydrogenase	False
PPNDH	h_c_ + pphn_c_ <=> co2_c_ + h2o_c_ + phpyr_c_	prephenate dehydratase	False
PPPGO3	3 fum_c_ + pppg9_c_ <=> ppp9_c_ + 3 succ_c_	protoporphyrinogen oxidase (anaerobic)	False
PRAGSr	atp_c_ + gly_c_ + pram_c_ <=> adp_c_ + gar_c_ + h_c_ + pi_c_	phosphoribosylglycinamide synthase	True
PRAIS	atp_c_ + fpram_c_ <=> adp_c_ + air_c_ + 2 h_c_ + pi_c_	phosphoribosylaminoimidazole synthase	False
PRAIi	pran_c_ <=> _2cpr5p_c_	phosphoribosylanthranilate isomerase (irreversible)	False
PRAMPC	h2o_c_ + prbamp_c_ <=> prfp_c_	phosphoribosyl-AMP cyclohydrolase	False
PRASCSi	_5aizc_c_ + asp_L_c_ + atp_c_ <=> _25aics_c_ + adp_c_ + h_c_ + pi_c_	phosphoribosylaminoimidazolesuccinocarboxamide synthase	False
PRATPP	h2o_c_ + prbatp_c_ <=> h_c_ + ppi_c_ + prbamp_c_	phosphoribosyl-ATP pyrophosphatase	False
PRFGS	atp_c_ + fgam_c_ + gln_L_c_ + h2o_c_ <=> adp_c_ + fpram_c_ + glu_L_c_ + h_c_ + pi_c_	phosphoribosylformylglycinamidine synthase	False
PRMICI	prfp_c_ <=> prlp_c_	 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	True
PROt2rpp	h_p_ + pro_L_p_ <=> h_c_ + pro_L_c_	L-proline reversible transport via proton symport (periplasm)	True
PROtex	pro_L_e_ <=> pro_L_p_	L-proline transport via diffusion (extracellular to periplasm)	True
PRPPS	atp_c_ + r5p_c_ <=> amp_c_ + h_c_ + prpp_c_	phosphoribosylpyrophosphate synthetase	True
PSCVT	pep_c_ + skm5p_c_ <=> _3psme_c_ + pi_c_	 3-phosphoshikimate 1-carboxyvinyltransferase	True
PSD160	h_c_ + ps160_c_ <=> co2_c_ + pe160_c_	Phosphatidylserine decarboxylase (n-C16:0)	False
PSD161	h_c_ + ps161_c_ <=> co2_c_ + pe161_c_	Phosphatidylserine decarboxylase (n-C16:1)	False
PSERT	_3php_c_ + glu_L_c_ <=> akg_c_ + pser_L_c_	phosphoserine transaminase	False
PSP_L	h2o_c_ + pser_L_c_ <=> pi_c_ + ser_L_c_	phosphoserine phosphatase (L-serine)	False
PSSA160	cdpdhdecg_c_ + ser_L_c_ <=> cmp_c_ + h_c_ + ps160_c_	Phosphatidylserine syntase (n-C16:0)	False
PSSA161	cdpdhdec9eg_c_ + ser_L_c_ <=> cmp_c_ + h_c_ + ps161_c_	Phosphatidylserine syntase (n-C16:1)	False
PTAr	accoa_c_ + pi_c_ <=> actp_c_ + coa_c_	phosphotransacetylase	True
PTPATi	atp_c_ + h_c_ + pan4p_c_ <=> dpcoa_c_ + ppi_c_	pantetheine-phosphate adenylyltransferase	False
PUNP1	adn_c_ + pi_c_ <=> ade_c_ + r1p_c_	purine-nucleoside phosphorylase (Adenosine)	True
PUNP2	dad_2_c_ + pi_c_ <=> _2dr1p_c_ + ade_c_	purine-nucleoside phosphorylase (Deoxyadenosine)	True
PUNP3	gsn_c_ + pi_c_ <=> gua_c_ + r1p_c_	purine-nucleoside phosphorylase (Guanosine)	True
PUNP4	dgsn_c_ + pi_c_ <=> _2dr1p_c_ + gua_c_	purine-nucleoside phosphorylase (Deoxyguanosine)	True
PYAM5PO	h2o_c_ + o2_c_ + pyam5p_c_ <=> h2o2_c_ + nh4_c_ + pydx5p_c_	pyridoxamine 5'-phosphate oxidase	False
PYK	adp_c_ + h_c_ + pep_c_ <=> atp_c_ + pyr_c_	pyruvate kinase	False
PYNP2r	pi_c_ + uri_c_ <=> r1p_c_ + ura_c_	pyrimidine-nucleoside phosphorylase (uracil)	True
PYRt2rpp	h_p_ + pyr_p_ <=> h_c_ + pyr_c_	pyruvate reversible transport via proton symport (periplasm)	True
PYRtex	pyr_e_ <=> pyr_p_	pyruvate transport via diffusion (extracellular to periplasm)	True
QULNS	dhap_c_ + iasp_c_ <=> 2 h2o_c_ + pi_c_ + quln_c_	quinolinate synthase	False
RBFK	atp_c_ + ribflv_c_ <=> adp_c_ + fmn_c_ + h_c_	riboflavin kinase	False
RBFSa	_4r5au_c_ + db4p_c_ <=> dmlz_c_ + 2 h2o_c_ + pi_c_	riboflavin synthase	False
RBFSb	2 dmlz_c_ <=> _4r5au_c_ + ribflv_c_	riboflavin synthase	False
RHAT1	dtdprmn_c_ + kphphhlipa_c_ <=> dtdp_c_ + h_c_ + icolipa_c_	rhamnosyltransferase I (LPS core biosynthesis)	False
RHCCE	rhcys_c_ <=> dhptd_c_ + hcys_L_c_	S-ribosylhomocysteine cleavage enzyme	False
RNDR1	adp_c_ + trdrd_c_ <=> dadp_c_ + h2o_c_ + trdox_c_	ribonucleoside-diphosphate reductase (ADP)	False
RNDR2	gdp_c_ + trdrd_c_ <=> dgdp_c_ + h2o_c_ + trdox_c_	ribonucleoside-diphosphate reductase (GDP)	False
RNDR3	cdp_c_ + trdrd_c_ <=> dcdp_c_ + h2o_c_ + trdox_c_	ribonucleoside-diphosphate reductase (CDP)	False
RNDR4b	grxrd_c_ + udp_c_ <=> dudp_c_ + grxox_c_ + h2o_c_	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	False
RNTR1c	atp_c_ + fldrd_c_ <=> datp_c_ + fldox_c_ + h2o_c_	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	False
RPE	ru5p_D_c_ <=> xu5p_D_c_	ribulose 5-phosphate 3-epimerase	True
RPI	r5p_c_ <=> ru5p_D_c_	ribose-5-phosphate isomerase	True
S7PI	s7p_c_ <=> gmhep7p_c_	sedoheptulose 7-phosphate isomerase	False
SADT2	atp_c_ + gtp_c_ + h2o_c_ + so4_c_ <=> aps_c_ + gdp_c_ + pi_c_ + ppi_c_	Sulfate adenyltransferase	False
SDPDS	h2o_c_ + sl26da_c_ <=> _26dap_LL_c_ + succ_c_	succinyl-diaminopimelate desuccinylase	False
SDPTA	akg_c_ + sl26da_c_ <=> glu_L_c_ + sl2a6o_c_	succinyldiaminopimelate transaminase	True
SERASr	atp_c_ + h_c_ + ser_L_c_ <=> ppi_c_ + seramp_c_	(L-seryl)adenylate synthase	True
SERAT	accoa_c_ + ser_L_c_ <=> acser_c_ + coa_c_	serine O-acetyltransferase	True
SERD_L	ser_L_c_ <=> nh4_c_ + pyr_c_	L-serine deaminase	False
SHCHD2	dscl_c_ + nad_c_ <=> h_c_ + nadh_c_ + scl_c_	sirohydrochlorin dehydrogenase (NAD)	False
SHCHF	fe2_c_ + scl_c_ <=> 3 h_c_ + sheme_c_	sirohydrochlorin ferrochetalase	False
SHK3Dr	_3dhsk_c_ + h_c_ + nadph_c_ <=> nadp_c_ + skm_c_	shikimate dehydrogenase	True
SHKK	atp_c_ + skm_c_ <=> adp_c_ + h_c_ + skm5p_c_	shikimate kinase	False
SHSL1	cys_L_c_ + suchms_c_ <=> cyst_L_c_ + h_c_ + succ_c_	O-succinylhomoserine lyase (L-cysteine)	False
SO4tex	so4_e_ <=> so4_p_	sulfate transport via diffusion (extracellular to periplasm)	True
SUCDi	q8_c_ + succ_c_ <=> fum_c_ + q8h2_c_	succinate dehydrogenase (irreversible)	False
SUCOAS	atp_c_ + coa_c_ + succ_c_ <=> adp_c_ + pi_c_ + succoa_c_	succinyl-CoA synthetase (ADP-forming)	True
SULRi	5 h_c_ + 3 nadph_c_ + so3_c_ <=> 3 h2o_c_ + h2s_c_ + 3 nadp_c_	sulfite reductase (NADPH2)	False
SULabcpp	atp_c_ + h2o_c_ + so4_p_ <=> adp_c_ + h_c_ + pi_c_ + so4_c_	sulfate transport via ABC system (periplasm)	False
T2DECAI	tdec2eACP_c_ <=> cdec3eACP_c_	trans-2-decenoyl-ACP isomerase	True
TALA	g3p_c_ + s7p_c_ <=> e4p_c_ + f6p_c_	transaldolase	True
TDPDRE	dtdp4d6dg_c_ <=> dtdp4d6dm_c_	dTDP-4-dehydrorhamnose 3,5-epimerase	False
TDPDRR	dtdp4d6dm_c_ + h_c_ + nadph_c_ <=> dtdprmn_c_ + nadp_c_	dTDP-4-dehydrorhamnose reductase	False
TDPGDH	dtdpglu_c_ <=> dtdp4d6dg_c_ + h2o_c_	dTDPglucose 4,6-dehydratase	False
TDSK	atp_c_ + lipidAds_c_ <=> adp_c_ + h_c_ + lipidA_c_	Tetraacyldisaccharide 4'kinase	False
THD2pp	2 h_p_ + nadh_c_ + nadp_c_ <=> 2 h_c_ + nad_c_ + nadph_c_	NAD(P) transhydrogenase (periplasm)	False
THDPS	h2o_c_ + succoa_c_ + thdp_c_ <=> coa_c_ + sl2a6o_c_	tetrahydrodipicolinate succinylase	False
THIORDXi	h2o2_c_ + trdrd_c_ <=> 2 h2o_c_ + trdox_c_	hydrogen peroxide reductase (thioredoxin)	False
THRAi	thr_L_c_ <=> acald_c_ + gly_c_	Threonine aldolase	False
THRD	nad_c_ + thr_L_c_ <=> _2aobut_c_ + h_c_ + nadh_c_	L-threonine dehydrogenase	False
THRD_L	thr_L_c_ <=> _2obut_c_ + nh4_c_	L-threonine deaminase	False
THRS	h2o_c_ + phom_c_ <=> pi_c_ + thr_L_c_	threonine synthase	False
THZPSN	atp_c_ + cys_L_c_ + dxyl5p_c_ + tyr_L_c_ <=> _4hba_c_ + _4mpetz_c_ + ala_L_c_ + amp_c_ + co2_c_ + h2o_c_ + h_c_ + ppi_c_	thiazole phosphate synthesis	False
TKT1	r5p_c_ + xu5p_D_c_ <=> g3p_c_ + s7p_c_	transketolase	True
TKT2	e4p_c_ + xu5p_D_c_ <=> f6p_c_ + g3p_c_	transketolase	True
TMDS	dump_c_ + mlthf_c_ <=> dhf_c_ + dtmp_c_	thymidylate synthase	False
TMPK	atp_c_ + thmmp_c_ <=> adp_c_ + thmpp_c_	thiamine-phosphate kinase	False
TMPPP	_2mahmp_c_ + _4mpetz_c_ + h_c_ <=> ppi_c_ + thmmp_c_	thiamine-phosphate diphosphorylase	False
TPI	dhap_c_ <=> g3p_c_	triose-phosphate isomerase	True
TRDR	h_c_ + nadph_c_ + trdox_c_ <=> nadp_c_ + trdrd_c_	thioredoxin reductase (NADPH)	False
TRPS2	indole_c_ + ser_L_c_ <=> h2o_c_ + trp_L_c_	tryptophan synthase (indole)	False
TRPS3	_3ig3p_c_ <=> g3p_c_ + indole_c_	tryptophan synthase (indoleglycerol phosphate)	False
TRSARr	_2h3oppan_c_ + h_c_ + nadh_c_ <=> glyc_R_c_ + nad_c_	tartronate semialdehyde reductase	True
TYRTA	akg_c_ + tyr_L_c_ <=> _34hpp_c_ + glu_L_c_	tyrosine transaminase	True
U23GAAT	_3hmrsACP_c_ + u3hga_c_ <=> ACP_c_ + h_c_ + u23ga_c_	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	False
UAAGDS	_26dap_M_c_ + atp_c_ + uamag_c_ <=> adp_c_ + h_c_ + pi_c_ + ugmd_c_	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	False
UAGAAT	_3hmrsACP_c_ + uacgam_c_ <=> ACP_c_ + u3aga_c_	UDP-N-acetylglucosamine acyltransferase	True
UAGCVT	pep_c_ + uacgam_c_ <=> pi_c_ + uaccg_c_	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	False
UAGDP	acgam1p_c_ + h_c_ + utp_c_ <=> ppi_c_ + uacgam_c_	UDP-N-acetylglucosamine diphosphorylase	False
UAGPT3	uacgam_c_ + uagmda_c_ <=> h_c_ + uaagmda_c_ + udp_c_	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	False
UAMAGS	atp_c_ + glu_D_c_ + uama_c_ <=> adp_c_ + h_c_ + pi_c_ + uamag_c_	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	False
UAMAS	ala_L_c_ + atp_c_ + uamr_c_ <=> adp_c_ + h_c_ + pi_c_ + uama_c_	UDP-N-acetylmuramoyl-L-alanine synthetase	False
UAPGR	h_c_ + nadph_c_ + uaccg_c_ <=> nadp_c_ + uamr_c_	UDP-N-acetylenolpyruvoylglucosamine reductase	False
UDCPDP	h2o_c_ + udcpdp_c_ <=> h_c_ + pi_c_ + udcpp_c_	undecaprenyl-diphosphatase	False
UDCPDPS	frdp_c_ + 8 ipdp_c_ <=> 8 ppi_c_ + udcpdp_c_	Undecaprenyl diphosphate synthase	False
UDCPPtppi	udcpp_p_ <=> udcpp_c_	undecaprenyl phosphate transport (cytoplasm to periplasm)	False
UDPGD	h2o_c_ + 2 nad_c_ + udpg_c_ <=> 3 h_c_ + 2 nadh_c_ + udpglcur_c_	UDPglucose 6-dehydrogenase	False
UDPGDC	nad_c_ + udpglcur_c_ <=> co2_c_ + nadh_c_ + udpLa4o_c_	UDP-glucuronate C-4'' decarboxylase	False
UDPKAAT	glu_L_c_ + udpLa4o_c_ <=> akg_c_ + udpLa4n_c_	UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase	True
UGMDDS	alaala_c_ + atp_c_ + ugmd_c_ <=> adp_c_ + h_c_ + pi_c_ + ugmda_c_	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	False
UHGADA	h2o_c_ + u3aga_c_ <=> ac_c_ + u3hga_c_	UDP-3-O-acetylglucosamine deacetylase	False
ULA4NFT	_10fthf_c_ + udpLa4n_c_ <=> h_c_ + thf_c_ + udpLa4fn_c_	UDP-L-Ara4N formyltransferase	False
ULA4Ntppi	uLa4n_c_ <=> uLa4n_p_	transport (cytoplasm to periplasm)	False
UM3PL	LalaDgluMdap_c_ + atp_c_ + uamr_c_ <=> adp_c_ + h_c_ + pi_c_ + ugmd_c_	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	False
UMPK	atp_c_ + ump_c_ <=> adp_c_ + udp_c_	UMP kinase	True
UPLA4FNF	h2o_c_ + uLa4fn_c_ <=> for_c_ + uLa4n_c_	undecaprenyl phosphate-L-Ara4FN formylase	False
UPLA4FNT	udcpp_c_ + udpLa4fn_c_ <=> uLa4fn_c_ + udp_c_	undecaprenyl phosphate-L-Ara4FN transferase	False
UPP3MT	2 amet_c_ + uppg3_c_ <=> 2 ahcys_c_ + dscl_c_ + h_c_	uroporphyrinogen methyltransferase	False
UPP3S	hmbil_c_ <=> h2o_c_ + uppg3_c_	uroporphyrinogen-III synthase	False
UPPDC1	4 h_c_ + uppg3_c_ <=> 4 co2_c_ + cpppg3_c_	uroporphyrinogen decarboxylase (uroporphyrinogen III)	False
URIDK2r	atp_c_ + dump_c_ <=> adp_c_ + dudp_c_	uridylate kinase (dUMP)	True
URIK2	gtp_c_ + uri_c_ <=> gdp_c_ + h_c_ + ump_c_	uridine kinase (GTP:Uridine)	False
USHD	h2o_c_ + u23ga_c_ <=> 2 h_c_ + lipidX_c_ + ump_c_	UDP-sugar hydrolase	False
VALTA	akg_c_ + val_L_c_ <=> _3mob_c_ + glu_L_c_	valine transaminase	True
XYLI2	glc_D_c_ <=> fru_c_	xylose isomerase	True
ZN2tpp	zn2_p_ <=> zn2_c_	zinc transport in via permease (no H+)	False
Zn2tex	zn2_e_ <=> zn2_p_	zinc (Zn+2) transport via diffusion (extracellular to periplasm)	True
%			
!!SBtab TableName='Compound' TableType='Compound' Document='Model' SBtabVersion='0.9'			
!ID	!Name	!IsConstant	
_10fthf_c_	10-Formyltetrahydrofolate	False	
_13dpg_c_	3-Phospho-D-glyceroyl phosphate	False	
_1ddecg3p_c_	1-dodecanoyl-sn-glycerol 3-phosphate	False	
_1ddecg3p_p_	1-dodecanoyl-sn-glycerol 3-phosphate	False	
_1hdec9eg3p_c_	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	False	
_1hdecg3p_c_	1-hexadecanoyl-sn-glycerol 3-phosphate	False	
_1pyr5c_c_	1-Pyrroline-5-carboxylate	False	
_23ddhb_c_	2,3-Dihydro-2,3-dihydroxybenzoate	False	
_23dhb_c_	2,3-Dihydroxybenzoate	False	
_23dhba_c_	(2,3-Dihydroxybenzoyl)adenylate	False	
_23dhdp_c_	2,3-Dihydrodipicolinate	False	
_23dhmb_c_	(R)-2,3-Dihydroxy-3-methylbutanoate	False	
_23dhmp_c_	(R)-2,3-Dihydroxy-3-methylpentanoate	False	
_25aics_c_	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	False	
_25drapp_c_	2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate	False	
_26dap_LL_c_	LL-2,6-Diaminoheptanedioate	False	
_26dap_M_c_	meso-2,6-Diaminoheptanedioate	False	
_2ahbut_c_	(S)-2-Aceto-2-hydroxybutanoate	False	
_2aobut_c_	L-2-Amino-3-oxobutanoate	False	
_2cpr5p_c_	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	False	
_2dda7p_c_	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	False	
_2dhp_c_	2-Dehydropantoate	False	
_2dr1p_c_	2-Deoxy-D-ribose 1-phosphate	False	
_2h3oppan_c_	2-Hydroxy-3-oxopropanoate	False	
_2ippm_c_	2-Isopropylmaleate	False	
_2mahmp_c_	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	False	
_2mcacn_c_	cis-2-Methylaconitate	False	
_2mcit_c_	2-Methylcitrate	False	
_2me4p_c_	2-C-methyl-D-erythritol 4-phosphate	False	
_2mecdp_c_	2-C-methyl-D-erythritol 2,4-cyclodiphosphate	False	
_2obut_c_	2-Oxobutanoate	False	
_2ohph_c_	2-Octaprenyl-6-hydroxyphenol	False	
_2oph_c_	2-Octaprenylphenol	False	
_2p4c2me_c_	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	False	
_2pg_c_	D-Glycerate 2-phosphate	False	
_34hpp_c_	3-(4-Hydroxyphenyl)pyruvate	False	
_3c2hmp_c_	3-Carboxy-2-hydroxy-4-methylpentanoate	False	
_3c3hmp_c_	3-Carboxy-3-hydroxy-4-methylpentanoate	False	
_3c4mop_c_	3-Carboxy-4-methyl-2-oxopentanoate	False	
_3dhq_c_	3-Dehydroquinate	False	
_3dhsk_c_	3-Dehydroshikimate	False	
_3haACP_c_	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	False	
_3hbcoa_c_	(S)-3-Hydroxybutanoyl-CoA	False	
_3hcddec5eACP_c_	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]	False	
_3hcmrs7eACP_c_	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]	False	
_3hcpalm9eACP_c_	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	False	
_3hdcoa_c_	(S)-3-Hydroxydecanoyl-CoA	False	
_3hddcoa_c_	(S)-3-Hydroxydodecanoyl-CoA	False	
_3hddecACP_c_	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]	False	
_3hdecACP_c_	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	False	
_3hhcoa_c_	(S)-3-Hydroxyhexanoyl-CoA	False	
_3hhexACP_c_	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	False	
_3hmrsACP_c_	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	False	
_3hocoa_c_	(S)-3-Hydroxyoctanoyl-CoA	False	
_3hoctACP_c_	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	False	
_3hpalmACP_c_	R-3-hydroxypalmitoyl-[acyl-carrier protein]	False	
_3ig3p_c_	C'-(3-Indolyl)-glycerol 3-phosphate	False	
